Pc,HPFTP_w,HPOTP_w,LPFTP_w,LPOTP_w,PBOBP_w,Pc_FPB,Pc_OPB,MFV_m,MOV_m,OPOV_m,FPOV_m,T_Nozzle_Cooling_exit,HGM_Temp,Man_OX_Temp,Man_H2_Temp,Man_MCC_COOL_Pres,HPFTP_p_pump_out,HPOTP_p_pump_out,LPFTP_p_pump_out,LPOTP_p_pump_out,PBOBP_p_pump_out,HPFTP_T_turb_inlet,HPOTP_T_turb_inlet,LPFTP_T_turb_inlet,LPOTP_T_turb_inlet
193.04,43969,27222,29092,4116.1,27222,371.59,345.71,73.669,378.02,12.073,32.01,236.14,673.27,110.22,61.97,217.85,409.2,291.19,34.2555,18.6781,542.379,935.731,616.62,412.2,106.925
193.94,44210,27218,29058,4120.6,27218,375.07,347.71,74.401,378.45,12.11,32.46,234.84,673.14,108.9,62.099,218.97,413.1,293.624,34.0963,18.8661,545.316,936.8,612.041,413.62,105.759
194.21,44378,27320,29176,4140,27320,375.77,349.27,74.124,379.77,12.217,32.672,236.22,679.94,108.72,62.975,219.52,413.493,296.564,34.1251,19.043,550.187,951.904,616.665,412.371,105.563
194.69,44513,27372,29226,4148.7,27372,376.68,349.98,74.266,380.71,12.267,32.832,236.31,681.54,108.59,63.352,219.7,414.356,297.88,34.1069,19.1073,552.375,954.567,618.224,412.644,105.436
193.04,44388,27257,29176,4134.3,27257,374.02,347.03,74.536,375.17,12.011,32.567,234.39,672.15,110.17,62.842,217.93,411.24,294.516,34.0159,19.0359,545.416,947.963,599.8,409.956,106.85
194.72,44428,27297,29026,4139.6,27297,377.23,350.22,74.413,380.51,12.236,32.773,234.97,678.77,107.45,62.831,219.95,414.332,298.178,33.7302,19.1662,552.752,944.794,613.935,419.668,104.453
194.23,44315,27347,29101,4143.7,27347,376.06,349.53,74.457,378.94,12.211,32.65,235,676.48,109.57,62.439,219.54,413.764,296.067,34.0844,19.0182,549.167,945.731,612.756,412.962,106.306
192.98,44103,27149,29043,4110.1,27149,372.12,345.94,73.589,378.02,12.024,32.139,235.73,675.03,108.5,62.525,217.92,409.01,292.752,33.8828,18.8364,544.468,940.301,610.86,417.404,105.425
195.68,44490,27454,29210,4159.7,27454,378.26,351.98,74.247,383.74,12.441,32.907,236.91,684.97,107.97,63.201,220.9,415.592,299.851,34.1782,19.1522,556.544,953.143,629.717,413.736,104.877
193.76,44163,27308,29181,4144.9,27308,374.36,348.56,74.378,377.88,12.194,32.436,235.55,674.03,108.82,62.08,219,411.726,297.612,34.4142,19.2073,551.622,944.232,614.154,406.655,105.643
192.85,44230,27239,28954,4125.4,27239,373.22,346.47,73.724,377.03,12.072,32.267,235.31,676.03,109.88,62.771,217.96,410.588,293.265,33.5509,18.8798,544.733,937.065,612.699,422.363,106.61
193.54,44304,27257,29080,4129.7,27257,374.01,347.79,74.014,378.22,12.084,32.486,235.24,676.63,109.08,62.837,218.45,411.633,294.811,33.862,18.9663,547.248,948.726,606.274,416.863,105.898
194.39,44321,27350,29100,4144.8,27350,376.21,349.06,74.572,379.14,12.244,32.592,234.55,675.13,109.44,62.389,219.36,413.557,296.376,34.0734,19.0388,549.826,936.801,618.922,413.384,106.192
193.9,44373,27420,29308,4160.6,27420,375.63,348.9,74.634,377.3,12.264,32.647,235.3,675.69,110.6,62.687,219.17,412.809,297.477,34.5049,19.1703,550.826,946.132,620.813,402.582,107.174
192.67,43967,27156,28939,4109.6,27156,371.32,345.14,73.837,376.51,11.976,31.967,234.47,669.7,109.81,61.805,217.31,408.513,291.115,33.8263,18.7439,541.716,929.586,606.268,418.814,106.576
192.7,44057,27213,29140,4122.2,27213,371.75,345.54,74.105,375.69,12.01,32.125,235.1,670.02,110.35,62.012,217.49,409.117,292.376,34.285,18.8576,543.117,937.771,607.628,408.438,107.026
193.05,44289,27265,28965,4136.1,27265,374.37,346.87,74.384,375.73,12.093,32.382,234.35,671.84,109.9,62.469,218.03,411.398,295.107,33.6103,19.0713,546.884,930.118,610.874,419.243,106.611
195.21,44465,27332,29429,4143,27332,377.35,350.46,74.346,382.04,12.329,32.923,237.46,682.98,107.17,63.128,220.61,415.788,298.786,34.83,19.153,553.935,961.828,626.91,400.15,104.193
193.43,44228,27294,29356,4132.8,27294,373.13,347.04,73.826,378.44,12.164,32.354,237.19,677.96,109.8,62.926,218.6,409.86,294.203,34.5917,18.8962,546.6,951.023,622.316,402.762,106.526
195.08,44430,27364,29239,4151,27364,377.93,351.24,74.943,379.96,12.267,32.971,235.06,677.18,108.34,62.441,220.46,416.223,298.726,34.4747,19.2038,553.051,955.331,610.838,405.456,105.213
194.12,44359,27295,29201,4130.9,27295,374.21,348.28,73.414,381.66,12.215,32.499,237.77,684.2,108.17,63.537,219.02,411.716,295.618,34.031,18.9132,549.83,955.1,622.971,416.087,105.102
193.25,44231,27209,29156,4119.7,27209,373.44,346.93,73.913,377.68,12.056,32.391,235.71,676.01,109.24,62.71,218.44,410.955,293.164,34.1338,18.8561,544.505,948.331,609.745,411.474,106.058
194.13,44266,27264,29238,4129.9,27264,374.41,347.95,73.781,380.29,12.213,32.441,236.81,680.01,108.07,62.934,219.17,411.755,295.881,34.3286,18.9917,549.699,947.699,624.995,409.707,105.016
194.46,44231,27271,29164,4128.7,27271,375.12,349.12,74.265,380.34,12.162,32.568,235.36,676.6,108.42,62.341,219.46,412.896,295.17,34.3174,18.922,548.416,950.633,610.177,410.53,105.323
193.94,44189,27303,29114,4139.2,27303,374.68,348.43,74.296,378.67,12.194,32.434,235.19,674.77,109.02,62.171,219.02,412.277,296.257,34.2167,19.0642,549.776,940.594,615.765,411.335,105.836
195.11,44417,27412,29292,4151.3,27412,376.41,350.44,74.247,382.13,12.325,32.755,236.95,681.57,108.8,63.09,219.98,413.462,297.701,34.3839,19.0345,552.886,954.979,622.335,408.929,105.619
193.74,44203,27311,29004,4147.8,27311,375.26,348.7,74.649,377.05,12.187,32.478,233.94,671.84,108.96,61.871,218.9,413.025,298.004,33.9869,19.266,551.816,934.398,611.165,414.146,105.761
193.83,44292,27270,29117,4128.9,27270,374.34,347.79,73.832,379.64,12.165,32.434,236.12,678.75,108.8,62.947,218.81,411.541,294.81,33.9544,18.9168,547.839,944.425,618.384,416.181,105.66
194.61,44481,27333,29275,4144,27333,376.55,349.86,74.429,380.04,12.222,32.857,236.15,679.82,108.32,63.122,219.71,414.609,297.69,34.3254,19.1241,551.705,957.712,613.568,408.239,105.206
194.09,44262,27433,29146,4160.6,27433,375.83,349.26,74.582,378.14,12.306,32.532,235.08,674.98,110.6,62.204,219.35,413.172,297.329,34.2706,19.1289,551.172,936.6,623.509,409.097,107.175
193.75,44257,27068,29089,4096.4,27068,374.59,346.94,74.149,378.66,11.987,32.483,235.42,674.24,107.12,62.548,218.88,411.904,292.45,33.9967,18.8038,543.297,944.382,604.925,414.434,104.235
194.86,44258,27337,29089,4142.1,27337,376.78,350.13,74.657,380.37,12.266,32.642,234.3,675.29,108.63,62.046,220.02,414.137,296.91,34.1929,19.0491,551.013,939.935,616.637,412.399,105.482
194.39,44417,27384,29188,4154.1,27384,376.16,350.16,74.118,380.22,12.287,32.742,236.71,681.78,108.55,63.105,219.73,413.972,298.893,34.123,19.2109,553.993,954.936,618.975,412.56,105.389
193.77,44166,27260,29130,4126.5,27260,373.35,347.35,74.129,378.79,12.099,32.33,235.81,673.8,109.39,62.305,218.33,410.748,293.79,34.1829,18.8617,546.194,942.752,609.516,412.432,106.175
193.09,44174,27276,29027,4133.6,27276,372.74,347.23,73.973,377.07,12.06,32.303,234.5,674.1,109.95,62.425,217.9,410.312,294.406,33.8493,18.9675,546.644,944.754,603.581,417.239,106.66
194.15,44279,27226,29113,4122.4,27226,375.16,348.85,73.97,380.22,12.143,32.564,235.84,678.94,107.84,62.749,219.51,412.375,295.071,34.0336,18.9317,548.118,951.307,611.777,414.757,104.819
194.68,44250,27256,29091,4129.8,27256,376.3,349.39,74.318,380.84,12.236,32.579,235.35,677.12,107.4,62.289,219.92,413.785,296.706,34.1501,19.0437,550.864,940.802,619.638,413.748,104.42
193.52,44112,27149,29133,4113.4,27149,373.93,346.65,74.738,376.39,12.006,32.356,234.08,667.42,108.86,61.619,218.4,411.368,293.028,34.3891,18.9054,543.739,935.572,603.266,406.321,105.736
194.09,44304,27296,29128,4143.4,27296,376.06,349.27,74.828,377.53,12.167,32.669,234.13,672.74,108.68,62.149,219.35,413.565,297.595,34.2054,19.2142,550.912,943.501,607.572,409.125,105.528
194.23,44533,27397,29187,4159,27397,376.93,349.86,74.488,378.61,12.276,32.825,235.1,679.42,109.17,63.276,219.55,413.891,299.052,33.9645,19.2692,553.416,948.554,618.551,412.632,105.926
195.04,44417,27314,29021,4138,27314,377.14,350.41,74.249,381.98,12.256,32.776,235.6,680.57,107.44,62.849,219.99,415.268,297.642,33.7752,19.0661,552.534,947.342,615.275,421.227,104.448
194.44,44276,27379,29204,4145.1,27379,375.23,349.12,74.206,380.36,12.266,32.52,235.9,677.94,109.72,62.624,219.39,412.104,295.779,34.2919,18.9402,549.608,944.991,621.679,410.237,106.44
194.27,44302,27177,29145,4116.2,27177,375.24,347.92,74.215,379.97,12.123,32.534,235.78,676.12,107.19,62.671,219.16,412.381,295.109,34.1086,18.9592,548.042,942.99,614.218,413.251,104.26
194.56,44417,27253,29206,4125.6,27253,375.7,349.43,73.972,381.33,12.156,32.753,236.94,681.74,107.53,63.241,219.65,413.594,295.748,34.1313,18.9418,549.302,961.209,610.221,413.391,104.548
194.58,44234,27313,28998,4140,27313,376.21,350.09,74.103,381.1,12.28,32.556,234.74,679.16,107.71,62.347,220.01,413.628,297.788,33.8956,19.1136,552.841,942.066,619.9,418.804,104.681
194.66,44344,27323,29120,4141,27323,376.51,350.14,74.429,380.34,12.232,32.709,234.25,677.85,108.31,62.584,219.91,413.635,297.193,34.0767,19.0784,551.331,948.496,613.113,413.581,105.205
195.2,44216,27378,29058,4149.3,27378,377.86,351.35,74.783,380.99,12.345,32.709,234.22,675.96,108.6,61.689,220.79,415.603,297.909,34.2857,19.1003,552.676,939.222,620.264,411.564,105.443
193.46,44084,27183,29114,4114.2,27183,373.38,347.31,73.965,378.32,12.064,32.297,235.69,674.35,108.81,62.12,218.82,410.52,292.841,34.2421,18.8182,544.381,945.19,609.269,410.687,105.692
194.79,44443,27292,29136,4137,27292,377.05,349.99,74.443,380.62,12.223,32.807,235.62,678.93,107.6,62.903,219.92,414.563,297.543,34.0165,19.1071,551.714,949.389,613.939,414.534,104.582
192.69,44185,27165,29017,4112.6,27165,372.59,345.28,74.07,375.72,11.966,32.215,234.01,670.93,110,62.409,217.43,410.053,291.415,33.7983,18.785,541.323,934.015,605.595,416.976,106.736
194.64,44340,27348,29236,4146.2,27348,376.69,350.16,74.586,379.75,12.262,32.748,235.57,677.42,108.72,62.487,220.08,414.083,297.493,34.4394,19.1135,551.469,950.427,616.878,406.167,105.56
194.32,44410,27339,29123,4143.6,27339,376.13,349.18,73.96,380.57,12.286,32.626,236.51,681.69,108.37,63.19,219.57,413.496,297.469,33.9131,19.0916,551.995,944.602,626.359,416.841,105.254
194.79,44111,27226,29144,4113.8,27226,374.55,348.96,73.633,383.34,12.213,32.388,236.86,680.67,107.34,62.403,219.87,411.846,293.86,34.3221,18.7293,547.793,949.591,621.063,413.59,104.401
193.8,44398,27292,29199,4133.8,27292,374.22,347.51,73.757,379.68,12.171,32.51,236.87,680.59,108.8,63.408,218.49,412.121,295.543,34.0242,18.9711,548.91,949.135,619.967,414.804,105.647
193.92,44295,27191,29090,4118.1,27191,375.06,347.57,74.154,379.04,12.117,32.482,235.33,675.82,107.96,62.675,218.98,412.13,294.476,33.9514,18.9303,546.794,939.515,615.154,415.437,104.938
195.17,44488,27479,29113,4167.4,27479,377.77,351.75,74.35,381.85,12.397,32.87,235.81,682.78,108.83,63.102,220.35,415.084,300.185,33.9026,19.2366,556.516,950.545,622.547,417.429,105.618
193.36,44133,27139,29032,4105.9,27139,373.28,346.32,73.552,379.23,12.083,32.21,236.51,677.11,108,62.556,218.54,410.765,292.568,33.9108,18.7807,544.368,937.616,619.188,418.075,104.997
194.04,44056,27159,29078,4107.4,27159,374.17,347.21,74.139,379.74,12.113,32.246,235.37,672.8,108.15,61.854,219.1,410.759,292.471,34.2274,18.748,544.342,932.979,617.193,412.343,105.125
194.58,44445,27327,29149,4140.6,27327,376.51,349.87,74.269,380.47,12.222,32.775,235.69,680.1,108.39,63.076,219.72,414.013,296.986,33.9933,19.0529,550.936,952.49,613.865,414.888,105.273
193.86,44290,27215,29197,4127.1,27215,375.56,348.05,74.607,377.52,12.124,32.583,235.26,673.21,108.33,62.348,219.25,412.654,295.61,34.3312,19.0675,547.771,942.345,612.487,406.465,105.243
194.96,44409,27301,29143,4135.7,27301,376.73,350.16,74.577,380.82,12.185,32.823,234.9,677.46,108,62.666,219.76,414.855,296.724,34.1237,19.0262,550.565,952.941,606.748,413.537,104.937
193.9,44074,27249,29077,4124.6,27249,373.66,347.13,74.183,379.12,12.152,32.212,235.45,672.36,109.13,61.892,218.54,410.755,293.821,34.1989,18.8596,546.506,931.12,618.242,413.039,105.951
194.85,44529,27491,29170,4177.9,27491,378.73,352.25,75.008,378.85,12.363,33.075,234.6,678.96,109.34,62.675,220.51,417.322,301.636,34.1994,19.4504,557.157,954.135,614.035,409.247,106.045
194.4,44459,27405,29081,4155.9,27405,377,350.27,74.468,379.23,12.267,32.802,234.78,679.07,109.56,62.899,219.69,414.894,297.857,33.867,19.1427,551.86,947.644,614.948,416.427,106.28
194.52,44410,27505,29131,4175.3,27505,377.07,351.34,74.365,379.8,12.388,32.8,235.48,681.45,109.82,62.785,220.09,415.36,300.375,34.0974,19.3125,556.188,950.98,622.312,413.149,106.467
193.59,44310,27341,29093,4150.5,27341,375.36,348.81,74.768,376.12,12.139,32.633,234.18,672.35,110.07,62.196,218.78,413.639,296.947,34.0999,19.1893,549.543,944.276,604.345,410.565,106.732
194.11,44227,27239,29099,4130.7,27239,376.11,348.86,74.666,378.12,12.165,32.587,234.32,673.09,108.27,61.947,219.62,413.829,296.132,34.2523,19.086,548.844,939.496,612.563,409.474,105.185
193.45,44157,27229,29020,4118.8,27229,373.08,347.05,73.716,378.97,12.071,32.297,235.86,676.58,109.35,62.476,218.27,411.556,292.634,33.9059,18.765,544.464,944.437,609.536,418.76,106.158
195.1,44471,27367,29250,4152.6,27367,377.81,351.39,74.777,380.48,12.279,32.977,235.62,678.93,107.89,62.776,220.46,415.344,299.522,34.3621,19.2563,554.53,957.915,611.647,407.177,104.814
194.19,44097,27257,29121,4127.8,27257,374.49,348.1,74.352,379.46,12.178,32.344,235.39,672.94,108.67,61.814,219.11,411.749,294.889,34.3623,18.9358,548.029,936.363,616.72,409.811,105.543
192.56,44073,27246,29133,4128.5,27246,372.18,346.15,74.387,374.37,11.989,32.225,234.78,668.51,111.25,61.835,217.65,409.611,292.266,34.3037,18.877,542.278,941.327,600.668,406.398,107.805
194.14,44325,27400,29259,4154.3,27400,375.09,348.96,74.208,379.33,12.283,32.554,236.24,678.52,109.69,62.82,219.19,412.337,297.446,34.3738,19.1121,551.784,947.19,623.641,407.595,106.395
194.12,44367,27419,29103,4161,27419,376.2,349.61,74.713,377.8,12.253,32.675,234.45,674.95,110.2,62.439,219.19,413.93,298.027,34.0445,19.203,551.887,941.496,613.908,412.518,106.826
193.85,44367,27305,29325,4140.7,27305,374.96,348.89,74.078,378.77,12.186,32.667,236.66,680,108.66,63.107,219.38,412.327,296.97,34.4633,19.1165,550.437,960.433,615.083,404.496,105.513
193.52,44391,27252,29211,4128.8,27252,374.08,347.15,73.758,378.82,12.136,32.493,236.88,679.91,108.65,63.423,218.48,411.496,295.166,34.0308,18.9787,547.926,949.209,618.839,413.341,105.525
195.04,44223,27066,29036,4093.7,27066,376.63,350.22,74.159,382.54,12.069,32.72,235.51,678.36,105,62.296,220.75,413.414,294.229,34.0085,18.8301,547.097,957.196,600.434,416.625,102.357
193.34,44182,27225,29189,4123.4,27225,373,347.34,73.986,377.81,12.049,32.377,235.78,675.09,109.21,62.539,218.42,410.09,293.756,34.2559,18.9002,545.614,952.551,604.908,409.236,106.027
193.1,44269,27190,29187,4123.4,27190,374.23,346.74,74.601,375.25,12.013,32.507,235.27,670.73,109.39,62.293,218.32,412.22,293.982,34.3106,19.0084,544.527,943.753,603.999,405.728,106.181
193.51,44239,27207,29286,4120.5,27207,373.88,346.96,73.804,378.77,12.15,32.369,236.79,678.13,108.4,62.926,218.96,410.258,294.283,34.4075,18.9193,546.602,946.198,624.265,406.034,105.317
193.17,44075,27171,29118,4115.9,27171,372.68,345.84,74.028,377.36,12.066,32.154,235.31,671.84,108.77,62.073,218.01,410.06,293.382,34.2466,18.9041,545.131,933.587,615.698,410.574,105.651
193.28,44101,27125,29028,4107.7,27125,373.16,346.26,74.023,377.75,12.03,32.189,234.61,671.88,108.14,62.178,218.29,409.233,292.948,33.9105,18.8676,544.461,933.342,610.445,415.869,105.109
196.08,44538,27363,29336,4144.8,27363,378.77,352.29,74.411,384.49,12.372,33.094,237.39,685.23,106.48,63.258,221.33,416.759,299.53,34.5278,19.1248,555.799,965.235,622.334,407.182,103.582
194.24,44366,27393,29122,4156.8,27393,376.12,349.67,74.448,378.92,12.277,32.647,234.84,677.32,109.25,62.673,219.4,413.341,298.569,34.0301,19.2238,553.179,943.234,618.397,413.283,105.999
194.9,44312,27323,29121,4142.6,27323,377,349.96,74.548,380.75,12.295,32.672,235.38,677.03,107.82,62.314,220.05,414.684,298.07,34.2123,19.1421,552.864,939.912,622.064,412.255,104.773
194.32,44243,27294,29180,4128.8,27294,374.97,348.79,73.625,381.7,12.263,32.444,236.96,682.17,108.44,62.943,219.75,411.55,294.885,34.1821,18.8473,548.685,947.669,628.153,413.148,105.341
194.34,44353,27344,29183,4143.4,27344,375.24,348.69,74.366,379.61,12.208,32.593,235.63,676.62,109.17,62.731,218.92,413.049,296.492,34.1857,19.0374,550.281,945.184,615.496,411.941,105.953
194.43,44436,27377,29362,4149.6,27377,376.22,348.96,74.427,379.51,12.293,32.706,235.97,678.91,109.36,63.073,219.58,413.322,297.139,34.5518,19.0814,550.907,948.085,627.699,403.093,106.113
193.48,44156,27238,29191,4124.5,27238,373.47,347.05,74.058,378.04,12.111,32.319,235.33,674.5,109.33,62.361,218.58,410.587,293.709,34.3443,18.8847,545.667,942.972,615.113,408.166,106.132
194.02,44186,27292,29052,4134,27292,375.11,348.7,74.065,379.56,12.218,32.43,235.5,677.1,108.84,62.287,219.42,412.511,295.548,34.0453,18.9763,548.944,939.786,619.8,415.116,105.685
194.39,44334,27194,29074,4116.6,27194,375.78,348.27,74.055,380.75,12.159,32.563,235.51,678.37,107.25,62.821,219.42,413.261,294.91,33.9058,18.91,547.96,941.757,617.89,417.84,104.314
193.92,44029,27242,29102,4113.8,27242,372.5,347.17,73.177,382.12,12.184,32.102,237.37,680.57,108.79,62.54,218.81,409.627,292.078,34.1473,18.6148,545.185,943.192,625.894,416.775,105.673
193.86,44178,27217,29197,4122.9,27217,374.18,347.28,74.277,378.6,12.132,32.365,235.18,673.43,108.49,62.262,218.8,411.006,294.558,34.3743,18.9465,547.056,938.933,616.87,407.731,105.398
193.37,44261,27348,29083,4146.2,27348,374.09,347.72,74.227,377.08,12.164,32.395,234.99,674.5,110.5,62.552,218.35,411.106,295.493,33.9327,19.0353,548.15,938.644,614.221,414.502,107.118
194.72,44357,27270,29210,4134.1,27270,376.46,349.97,74.132,381.35,12.252,32.728,236.31,681.09,106.85,62.874,220.18,414.027,298.049,34.2875,19.1374,552.899,953.995,619.47,410.464,103.925
193.34,44262,27303,29081,4142.2,27303,374.47,347.64,74.408,376.45,12.133,32.47,234.66,673.34,109.84,62.311,218.4,412.953,295.972,34.0642,19.1096,548.403,939.526,611.195,412.421,106.547
195.76,44578,27446,29218,4159.6,27446,378.91,352.39,74.612,382.83,12.377,33.093,236.4,683.29,108.17,63.195,220.89,416.914,299.701,34.1781,19.1663,555.586,958.604,618.709,412.654,105.05
195.19,44517,27383,29203,4150.8,27383,377.93,351.9,74.57,381.3,12.271,33.02,235.96,681.32,108.21,63.105,220.62,414.906,298.616,34.1069,19.1444,553.395,962.582,608.711,411.993,105.097
193.17,43977,27202,29087,4120.4,27202,372.11,346.14,74.081,377.31,12.067,32.061,234.83,670.09,109.31,61.719,217.94,408.793,293.313,34.2531,18.8931,545.31,932.548,612.069,410.662,106.117
194.95,44480,27396,29354,4153.8,27396,377.1,350.4,74.472,380.86,12.324,32.877,236.3,681.1,108.54,63.108,220.15,414.915,298.703,34.5627,19.1645,553.6,956.58,623.389,404.064,105.385
194.91,44308,27312,29227,4140.9,27312,376.73,350.36,74.684,380.39,12.248,32.728,235.48,676.12,107.89,62.34,220.21,413.214,297.769,34.425,19.13,552.165,949.145,614.175,406.501,104.836
195.45,44369,27254,29190,4131,27254,377.8,350.82,74.579,382.34,12.265,32.862,235.75,678.98,106.08,62.475,220.68,415.855,298.452,34.3799,19.1421,553.588,951.3,616.433,409.865,103.249
193.75,44216,27283,29155,4137,27283,374.24,348.11,74.21,378.34,12.161,32.431,235.34,675.15,108.84,62.41,218.81,411.419,296.259,34.2171,19.0819,549.658,944.087,613.734,410.417,105.679
196.48,44544,27523,29209,4172.5,27523,380.2,353.76,74.747,384.61,12.53,33.131,235.92,684.49,107.84,62.891,221.72,418.185,301.836,34.3034,19.2687,559.588,953.188,629.872,411.934,104.735
194.09,44242,27166,29273,4111.7,27166,374.11,347.54,74.035,379.98,12.088,32.472,236.36,676.63,107.52,62.716,219.03,411.041,293.955,34.4457,18.8631,546.385,951.607,612.413,406.934,104.56
192.99,44201,27208,29199,4122.8,27208,372.11,345.99,73.874,377.08,12.023,32.289,235.94,674.51,109.18,62.686,217.59,410.302,293.867,34.2514,18.9417,545.69,948.289,607.67,409.856,106.003
194.09,44332,27332,29036,4143,27332,375.68,349.46,74.348,378.83,12.174,32.649,234.63,676.85,109.27,62.556,219.24,413.69,296.423,33.8655,19.0588,549.74,947.773,607.578,417.224,106.04
193.85,44211,27341,29196,4141.4,27341,374.21,348.15,74.342,378.27,12.173,32.438,235.3,674.32,110.22,62.3,218.75,411.635,294.928,34.3653,18.9483,547.616,944.205,613.796,407.923,106.883
193.88,44380,27398,29233,4155.4,27398,375.44,348.93,74.176,378.54,12.272,32.619,235.87,679.47,109.87,62.986,219.21,413.252,297.506,34.2661,19.1412,551.396,948.471,623.278,408.839,106.547
194.33,44057,27182,29086,4104.6,27182,373.23,347.62,73.51,382.45,12.132,32.2,236.53,678.23,107.82,62.397,219.09,409.539,291.985,34.0986,18.6132,544.883,943.572,617.543,417.006,104.836
193.08,44109,27191,29137,4118.2,27191,373.11,346.66,74.06,376.85,12.045,32.289,235.39,673.08,109.37,62.145,218.41,410.743,292.939,34.2877,18.8713,543.991,943.321,609.401,408.779,106.175
194.01,44281,27319,29243,4144.3,27319,375.1,349.33,74.27,378.76,12.199,32.637,235.92,677.84,108.64,62.548,219.44,413.225,297.559,34.4677,19.1651,551.466,956.133,612.379,405.824,105.487
194.29,44292,27237,29098,4132.2,27237,376.22,349.16,74.782,378.34,12.146,32.642,234.44,672.59,107.82,62.164,219.51,412.891,296.965,34.0966,19.1524,550.189,941.094,607.46,411.332,104.787
195.61,44485,27335,29379,4144.6,27335,378.52,351.36,74.937,381.57,12.304,33.056,236.07,679.08,107.26,62.707,220.93,416.509,298.959,34.7758,19.1787,553.756,959.113,617.541,400.17,104.271
195.04,44205,27225,29213,4122.1,27225,375.63,349.19,74.462,381.68,12.193,32.558,235.98,675.19,106.96,62.13,219.77,412.738,295.997,34.5039,18.9663,550.148,945.358,614.581,407.956,104.051
193.54,44366,27385,29008,4154,27385,374.9,348.58,74.119,377.74,12.199,32.55,235.12,677.82,110.18,62.862,218.53,413.328,297.009,33.6872,19.1309,550.546,943.333,613.335,420.134,106.821
193.78,44261,27357,29058,4150.9,27357,375.19,349.03,74.483,377.52,12.193,32.549,234.72,674.47,109.77,62.229,218.96,413.198,297.175,34.027,19.1615,550.645,942.509,610.323,413.567,106.471
195.9,44532,27445,29302,4161.2,27445,378.24,352.46,74.388,383.98,12.415,33.031,237.31,685.03,107.25,63.276,220.92,416.004,301.089,34.3977,19.2539,558.385,963.028,622.778,409.499,104.235
194.61,44505,27388,29241,4148.9,27388,376.15,350,73.644,382.24,12.328,32.756,237.6,687.03,108.27,63.819,219.86,413.763,298.087,34.0518,19.0727,553.467,959.133,627.771,414.889,105.153
194.59,44449,27334,29123,4146.4,27334,377.29,350.24,74.67,379.3,12.226,32.854,234.79,677.44,108.44,62.715,219.87,415.237,298.026,34.0396,19.1769,551.921,948.95,611.277,413.132,105.307
193.59,44150,27387,29202,4153.7,27387,373.63,348.07,74.543,376.94,12.185,32.362,234.51,671.54,110.85,61.976,218.39,410.765,296.169,34.4515,19.0877,549.331,941.019,612.206,405.382,107.41
193,44067,27244,28999,4124.3,27244,371.95,346.35,73.657,377.85,12.069,32.111,235.39,674.52,109.85,62.288,217.74,409.522,293,33.8658,18.834,545.056,938.523,610.862,418.713,106.589
194.03,44283,27250,29169,4122.7,27250,374.23,347.8,73.96,379.91,12.118,32.487,236.17,677.78,108.86,62.808,218.79,412.142,293.7,34.1613,18.8157,546.095,949.468,612.462,413.142,105.723
195.21,44307,27362,29059,4144.9,27362,377.02,351,74.613,381.55,12.272,32.723,234.68,676.86,108.36,62.26,220.16,414.032,297.475,34.021,19.0513,552.312,945.391,611.721,416.092,105.244
194.2,44299,27265,29235,4129.6,27265,375.31,348.82,74.637,378.42,12.099,32.679,235.28,673.97,109.14,62.34,219.24,413.269,294.626,34.4596,18.9346,546.57,953.652,603.245,405.536,105.954
193.77,44279,27343,29211,4144,27343,374.6,348.09,74.305,378.03,12.194,32.486,235.65,675.55,110.02,62.572,218.8,411.969,295.651,34.3086,19.017,548.518,943.775,617.543,408.16,106.702
193.44,44214,27209,29108,4122.8,27209,374.09,347.34,74.421,376.86,12.037,32.453,234.46,671.91,109.23,62.202,218.48,411.817,293.805,34.1453,18.9372,545.075,943.727,603.167,410.812,106.049
194.21,44295,27173,29148,4118.8,27173,375.8,348.62,74.348,379.32,12.121,32.635,235.92,676.12,106.98,62.478,219.58,413.525,295.92,34.2169,19.0495,548.818,947.901,610.61,410.675,104.069
194.01,44331,27255,29114,4127.2,27255,374.73,347.89,74.307,378.88,12.102,32.527,235.22,674.91,108.96,62.733,218.64,411.764,294.455,33.9505,18.9131,546.816,943.704,608.243,415.245,105.801
192.94,44050,27172,29049,4110.3,27172,371.94,345.63,73.971,376.87,11.976,32.135,235.11,670.9,109.96,61.997,217.6,409.845,290.905,34.0834,18.7038,541.191,937.965,604.424,413.971,106.705
194.54,44556,27278,29187,4135.8,27278,377.41,349.16,74.296,380.17,12.241,32.861,236.16,681.24,107.5,63.387,219.78,415.875,297.565,34.0319,19.1253,551.339,947.843,622.934,413.821,104.499
194.72,44491,27333,29196,4143.8,27333,376.93,349.86,74.228,380.95,12.274,32.816,236.27,681.69,107.82,63.251,219.85,414.938,298.195,34.0953,19.1399,552.894,951.597,621.045,413.478,104.765
195,44328,27356,29142,4142.3,27356,376.27,350.66,74.049,382.45,12.289,32.699,236.38,681.92,108.04,62.798,220.14,413.907,297.362,34.1366,19.0149,552.526,954.576,617.712,414.875,104.968
194.24,44408,27275,29042,4131,27275,375.76,349.27,73.596,381.42,12.226,32.62,236.84,684.11,107.54,63.447,219.64,412.854,296.566,33.6224,19.0066,550.877,950.947,620.308,422.657,104.544
193.14,44399,27281,29125,4133.9,27281,373.87,347.13,73.922,377.15,12.082,32.5,235.5,677.69,109.9,63.308,218.12,411.216,294.469,33.7886,18.9624,546.272,948.519,609.883,416.399,106.612
